日期,开始时间,结束时间,站点名,线路名,进站量,出站量
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,环球度假区,1&八通线,1.0,1.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,九棵树,1&八通线,1.0,9.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,通州北苑,1&八通线,0.0,19.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,八里桥,1&八通线,0.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,传媒大学,1&八通线,0.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,四惠东,1&八通线,0.0,29.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,四惠,1&八通线,2.0,13.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,国贸,1&八通线,8.0,9.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,建国门,1&八通线,3.0,2.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,东单,1&八通线,3.0,2.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,王府井,1&八通线,0.0,6.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,天安门东,1&八通线,1.0,2.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,西单,1&八通线,0.0,3.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,复兴门,1&八通线,3.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,南礼士路,1&八通线,2.0,4.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,公主坟,1&八通线,0.0,3.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,万寿路,1&八通线,0.0,5.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,五棵松,1&八通线,0.0,9.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,玉泉路,1&八通线,3.0,4.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,八宝山,1&八通线,1.0,16.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,鼓楼大街,2号线,2.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,安定门,2号线,2.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,雍和宫,2号线,3.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,东直门,2号线,0.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,东四十条,2号线,0.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,建国门,2号线,2.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,北京站,2号线,0.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,崇文门,2号线,0.0,2.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,前门,2号线,0.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,和平门,2号线,0.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,复兴门,2号线,0.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,车公庄,2号线,0.0,3.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,西直门,2号线,2.0,1.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,天通苑北,5号线,1.0,22.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,天通苑,5号线,0.0,17.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,立水桥,5号线,2.0,1.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,立水桥南,5号线,1.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,北苑路北,5号线,0.0,0.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,大屯路东,5号线,0.0,2.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,惠新西街南口,5号线,1.0,9.0
2023/5/23,2023/5/23 00:00:00,2023/5/23 00:30:00,和平西桥,5号线,0.0,0.0
